stage_variant,source_model_tag,eval_scope,src_char,tgt_char,raw_count,new_count,delta_count
p2a_sub_train,m06_sub_train,pilot_focus_105,5,8,5,4,-1
p2a_sub_train,m06_sub_train,pilot_focus_105,8,6,10,9,-1
p2a_sub_train,m06_sub_train,pilot_focus_105,0,9,2,2,0
p2a_sub_train,m06_sub_train,pilot_focus_105,2,9,2,2,0
p2a_sub_train,m06_sub_train,pilot_focus_105,3,5,2,2,0
p2a_sub_train,m06_sub_train,pilot_focus_105,3,6,2,2,0
p2a_sub_train,m06_sub_train,pilot_focus_105,8,7,2,2,0
p2a_sub_train,m06_sub_train,pilot_focus_105,8,9,2,2,0
p2a_sub_train,m06_sub_train,pilot_focus_105,H,T,2,2,0
p2a_sub_train,m06_sub_train,pilot_focus_105,台,金,2,2,0
p2a_sub_train,m06_sub_train,pilot_focus_105,杭,姚,2,2,0
p2a_sub_train,m06_sub_train,pilot_focus_105,盛,胜,2,2,0
p2a_sub_train,m06_sub_train,pilot_focus_105,腾,鹏,2,2,0
p2a_sub_train,m06_sub_train,pilot_focus_105,1,7,3,3,0
p2a_sub_train,m06_sub_train,pilot_focus_105,3,8,3,3,0
p2a_sub_train,m06_sub_train,pilot_focus_105,6,8,3,3,0
p2a_sub_train,m06_sub_train,pilot_focus_105,7,1,3,3,0
p2a_sub_train,m06_sub_train,pilot_focus_105,6,0,3,4,1
p2a_sub_train,m06_sub_train,pilot_focus_105,1,0,3,5,2
p2a_sub_train,m06_sub_train,pilot_focus_105,0,1,4,7,3
