image_id,quality,layout,vocabulary_type,resolution_type,gt,pred,correct,error_type,note
895,easy,single,IV,normal,皖阜阳货1718,皖阜阳货1718,True,correct,
896,easy,single,IV,normal,皖龙号199,皖龙号199,True,correct,
897,easy,single,IV,normal,盐城港,盐城港,True,correct,
898,easy,single,IV,normal,红航货6689HONGHANGHUO,红航货6689HONGHANGHUO,True,correct,
899,easy,single,IV,normal,绍兴港,绍兴港,True,correct,
900,easy,single,IV,normal,绿动7013,绿动7013,True,correct,
901,easy,single,IV,normal,绿动7017,绿动7017,True,correct,
902,easy,single,IV,normal,绿动7022,绿动7022,True,correct,
903,easy,single,IV,normal,腾联集002,腾联集002,True,correct,
904,easy,single,IV,normal,航韵001,航韵001,True,correct,
905,easy,single,IV,normal,芜湖海联288WUHUHAILIAN,芜湖海联288WUHUHAILIAN,True,correct,
906,easy,single,IV,normal,芜湖金旺1015,芜湖金旺1015,True,correct,
907,easy,single,IV,normal,苏发达货2988,苏发达货2988,True,correct,
908,easy,single,IV,normal,苏宿37,苏宿37,True,correct,
909,easy,single,IV,normal,苏宿货648,苏宿货648,True,correct,
910,easy,single,IV,normal,苏新航机6888,苏新航机6888,True,correct,
911,easy,single,IV,normal,苏无锡货16598SUWUXIHUO,苏无锡货16598SUWUXIHUO,True,correct,
912,easy,single,IV,normal,苏无锡货80238SUWUXIHUO,苏无锡货80238SUWUXIHUO,True,correct,
913,easy,single,IV,normal,苏永盛货1676,苏永盛货1676,True,correct,
914,easy,single,IV,normal,苏永盛货1676SUYONGSHENGHUO,苏永盛货1676SUYONGSHENGHUO,True,correct,
915,easy,single,IV,normal,苏沛驳386,苏沛驳386,True,correct,
916,easy,single,IV,normal,苏淮货16718,苏淮货16718,True,correct,
917,easy,single,IV,normal,苏淮货19580SUHUAIHUO,苏淮货19580SUHUAIHUO,True,correct,
918,easy,single,IV,normal,苏盐城货088628SUYANCHENGHUO,苏盐城货088628SUYANCHENGHUO,True,correct,
919,easy,single,IV,normal,苏盐城货210968,苏盐城货210968,True,correct,
920,easy,single,IV,normal,苏盐货33838,苏盐货33838,True,correct,
921,easy,single,IV,normal,苏祥发货1899SUXIANGFAHUO,苏祥发货1899SUXIANGFAHUO,True,correct,
922,easy,single,IV,normal,苏连云港货0102SULIANYUNGANGHUO,苏连云港货0102SULIANYUNGANGHUO,True,correct,
923,easy,single,IV,normal,苏连云港货2727,苏连云港货2727,True,correct,
924,easy,single,IV,normal,苏顺发货8888,苏顺发货8888,True,correct,
925,easy,single,IV,normal,萧航集006XIAOHANGJI,萧航集006XIAOHANGJI,True,correct,
926,easy,single,IV,normal,萧航集007XIAOHANGJI,萧航集007XIAOHANGJI,True,correct,
927,easy,single,IV,normal,萧达集12,萧达集12,True,correct,
928,easy,single,IV,normal,萧达集19XIAODAJI,萧达集19XIAODAJI,True,correct,
929,easy,single,IV,normal,豫信货0716,豫信货0716,True,correct,
930,easy,single,IV,normal,豫信货10181,豫信货10181,True,correct,
931,easy,single,IV,normal,豫信货15228,豫信货15228,True,correct,
932,easy,single,IV,normal,豫信货16119YUXINHUO,豫信货16119YUXINHUO,True,correct,
933,easy,single,IV,normal,豫信阳货4071,豫信阳货4071,True,correct,
934,easy,single,IV,normal,豫周鑫港012,豫周鑫港012,True,correct,
935,easy,single,IV,normal,豫昌盛5558,豫昌盛5558,True,correct,
936,easy,single,IV,normal,豫昌盛5568YUCHANGSHENG,豫昌盛5568YUCHANGSHENG,True,correct,
937,easy,single,IV,normal,豫通达9999,豫通达9999,True,correct,
938,easy,single,IV,normal,豫长泰集3688YUCHANGTAIJI,豫长泰集3688YUCHANGTAIJI,True,correct,
939,easy,single,IV,normal,豫驻货888,豫驻货888,True,correct,
940,easy,single,IV,normal,赣上饶货0668,赣上饶货0668,True,correct,
941,easy,single,IV,normal,赣上饶货0678,赣上饶0678,False,length_error,
942,easy,single,IV,normal,赣玉茗6,赣玉茗6,True,correct,
943,easy,single,IV,normal,超翔8888,超翔8888,True,correct,
944,easy,single,IV,normal,通达机658TONGDAJI,通达机658TONGDAJI,True,correct,
945,easy,single,IV,normal,邮川958YOUCHUAN,邮川958YOUCHUAN,True,correct,
946,easy,single,IV,normal,鄂黄冈货2219,鄂黄冈货2219,True,correct,
947,easy,single,IV,normal,鄂黄冈货2815,鄂黄冈货2815,True,correct,
948,easy,single,IV,normal,金二航898JINERHANG,金二航898JINERHANG,True,correct,
949,easy,single,IV,normal,金华港JINHUAGANG,金华港JINHUAGANG,True,correct,
950,easy,single,IV,normal,金锚998,金锚998,True,correct,
951,easy,single,IV,normal,金顺航01590JINSHUNHANG,金顺航01590JINSHUNHANG,True,correct,
952,easy,single,IV,normal,鑫源18XINYUAN,鑫源18XINYUAN,True,correct,
953,easy,single,IV,normal,鑫源18XINYUAN,鑫源18XINYUAN,True,correct,
954,easy,single,IV,normal,钢通118,钢通118,True,correct,
955,easy,single,IV,normal,银港11YINGANG,银港11YINGANG,True,correct,
956,easy,single,IV,normal,锦天集001,锦天集001,True,correct,
957,easy,single,IV,normal,锦天集001,锦天集001,True,correct,
958,easy,single,IV,normal,锦运666,锦运666,True,correct,
959,easy,single,IV,normal,镇江江淮068,镇江江淮068,True,correct,
960,easy,single,IV,normal,镇江江淮068,镇江江淮068,True,correct,
961,easy,single,IV,normal,镇江江淮068,镇江江淮068,True,correct,
962,easy,single,IV,normal,长虹机123CHANGHONGJI,长虹机123CHANGHONGJI,True,correct,
963,easy,single,IV,normal,闽航88,闽航88,True,correct,
964,easy,single,IV,normal,阜宁机05601,阜宁机05601,True,correct,
965,easy,single,IV,normal,阜阳FUYANG,阜阳FUYANG,True,correct,
966,easy,single,IV,normal,阜阳港,阜阳港,True,correct,
967,easy,single,IV,normal,靖联机18,靖联机18,True,correct,
968,easy,single,IV,normal,顺祥1918,顺祥1918,True,correct,
969,easy,single,IV,normal,顺祥5689SHUNXIANG,顺祥5689SHUNXIANG,True,correct,
970,easy,single,IV,normal,顺通集008SHUNTONGJI,顺通集008SHUNTONGJI,True,correct,
971,easy,single,IV,normal,顺通集008SHUNTONGJI,顺通集008SHUNTONGJI,True,correct,
972,easy,single,IV,normal,顺风号188,顺风号188,True,correct,
973,easy,single,IV,normal,风顺集001FENGSHUNJI,风顺集001FENGSHUNJI,True,correct,
974,easy,single,IV,normal,风顺集002FENGSHUNJI,风顺集002FENGSHUNJI,True,correct,
975,easy,single,IV,normal,鲁枣庄货0499,鲁枣庄货0499,True,correct,
976,easy,single,IV,normal,鲁枣庄货0739,鲁枣庄货0739,True,correct,
977,easy,single,IV,normal,鲁枣庄货0739,鲁枣庄货0739,True,correct,
978,easy,single,IV,normal,鲁济宁货2262LUJININGHUO,鲁济宁货2262LUJININGHUO,True,correct,
979,easy,single,IV,normal,鲁济宁货2503LUJININGHUO,鲁济宁货2503LUJININGHUO,True,correct,
980,easy,single,IV,normal,鲁济宁货2751,鲁济宁货2757,False,single_char_error,
981,easy,single,IV,normal,鲁济宁货2751LUJININGHUO,鲁济宁货2751LUJININGHUO,True,correct,
982,easy,single,IV,normal,鲁济宁货5686LUJININGHUO,鲁济宁货5686LUJININGHUO,True,correct,
983,easy,single,IV,normal,鲁菏泽货1001,鲁菏泽货1001,True,correct,
984,easy,single,IV,normal,鲁菏泽货1434,鲁菏泽货1434,True,correct,
985,easy,single,IV,normal,鸿河1088HONGHE,鸿河1088HONGHE,True,correct,
986,easy,single,IV,normal,鸿达5688号,鸿达5688号,True,correct,
987,easy,single,IV,normal,鹏远988,鹏远988,True,correct,
988,easy,single,IV,normal,鼎达集97,鼎达集97,True,correct,
989,easy,single,IV,normal,龙胜678,龙胜678,True,correct,
990,easy,single,IV,normal,龙藤油8,龙藤油8,True,correct,
991,easy,single,IV,normal,龙藤油8,龙藤油8,True,correct,
992,easy,vertical,IV,normal,上海港SHANGHAIGANG,上海港SHANGHAIGANG,True,correct,
993,easy,vertical,IV,normal,九江JIUJIANG,九江JIUJIANG,True,correct,
994,easy,vertical,IV,normal,亳州,亳州,True,correct,
995,easy,vertical,IV,normal,亳州,亳州,True,correct,
996,easy,vertical,IV,normal,亳州BOZHOU,亳州BOZHOU,True,correct,
997,easy,vertical,IV,normal,亳州BOZHOU,亳州BOZHOU,True,correct,
998,easy,vertical,IV,normal,亳州BOZHOU,亳州BOZHOU,True,correct,
999,easy,vertical,IV,normal,亳州BOZHOU,亳州BOZHOU,True,correct,
1000,easy,vertical,IV,normal,亳州BOZHOU,亳州BOZHOU,True,correct,
1001,easy,vertical,IV,normal,亳州BOZHOU,亳州BOZHOU,True,correct,
1002,easy,vertical,IV,normal,亳州BOZHOU,亳州BOZHOU,True,correct,
1003,easy,vertical,IV,normal,亳州BOZHOU,亳州BOZHOU,True,correct,
1004,easy,vertical,IV,normal,亳州BOZHOU,亳州BOZHOU,True,correct,
1005,easy,vertical,IV,normal,亳州BOZHOU,亳州BOZHOU,True,correct,
1006,easy,vertical,IV,normal,亳州BOZHOU,亳州BOZHOU,True,correct,
1007,easy,vertical,IV,normal,亳州BOZHOU,亳州BOZHOU,True,correct,
1008,easy,vertical,IV,normal,亳州BOZHOU,亳州BOZHOU,True,correct,
1009,easy,vertical,IV,normal,亳州BOZHOU,亳州BOZHOU,True,correct,
1010,easy,vertical,IV,normal,亳州BOZHOU,亳州BOZHOU,True,correct,
1011,easy,vertical,IV,normal,亳州BOZHOU,亳州BOZHOU,True,correct,
1012,easy,vertical,IV,normal,亳州BOZHOU,亳州BOZHOU,True,correct,
1013,easy,vertical,IV,normal,亳州BOZHOU,亳州BOZHOU,True,correct,
1014,easy,vertical,IV,normal,亳州BOZHOU,亳州BOZHOU,True,correct,
1015,easy,vertical,IV,normal,亳州BOZHOU,亳州BOZHOU,True,correct,
1016,easy,vertical,IV,normal,亳州BOZHOU,亳州BOZHOU,True,correct,
1017,easy,vertical,IV,normal,亳州BOZHOU,亳州BOZHOU,True,correct,
1018,easy,vertical,IV,normal,亳州港,亳州港,True,correct,
1019,easy,vertical,IV,normal,亳州港,亳州港,True,correct,
1020,easy,vertical,IV,normal,亳州港BOZHOUGANG,亳州港BOZHOUGANG,True,correct,
1021,easy,vertical,IV,normal,亳州港BOZHOUGANG,亳州港BOZHOUGANG,True,correct,
1022,easy,vertical,IV,normal,亳州港BOZHOUGANG,亳州港BOZHOUGANG,True,correct,
1023,easy,vertical,IV,normal,信阳港,信阳港,True,correct,
1024,easy,vertical,IV,normal,信阳港XINYANGGANG,信阳港XINYANGGANG,True,correct,
1025,easy,vertical,IV,normal,六安,六安,True,correct,
1026,easy,vertical,IV,normal,六安LUAN,六安LUAN,True,correct,
1027,easy,vertical,IV,normal,六安LUAN,六安LUAN,True,correct,
1028,easy,vertical,IV,normal,六安LUAN,六安LUAN,True,correct,
1029,easy,vertical,IV,normal,六安LUAN,六安LUAN,True,correct,
1030,easy,vertical,IV,normal,六安港,六安港,True,correct,
1031,easy,vertical,IV,normal,六安港,六安港,True,correct,
1032,easy,vertical,IV,normal,六安港,六安港,True,correct,
1033,easy,vertical,IV,normal,六安港LUANGANG,六安港LUANGANG,True,correct,
1034,easy,vertical,IV,normal,六安港LUANGANG,六安港LUANGANG,True,correct,
1035,easy,vertical,IV,normal,六安港LUANGANG,六安港LUANGANG,True,correct,
1036,easy,vertical,IV,normal,南京NANJING,南京港NANJINGGANG,False,length_error,
1037,easy,vertical,IV,normal,南京港NANJINGGANG,南京港NANJINGGANG,True,correct,
1038,easy,vertical,IV,normal,南通NANTONG,南通NANTONG,True,correct,
1039,easy,vertical,IV,normal,南通NANTONG,南通NANTONG,True,correct,
1040,easy,vertical,IV,normal,南通NANTONG,南通NANTONG,True,correct,
1041,easy,vertical,IV,normal,南通NANTONG,南通NANTONG,True,correct,
1042,easy,vertical,IV,normal,南通港NANTONGGANG,南通港NANTONGGANG,True,correct,
1043,easy,vertical,IV,normal,合肥,合肥,True,correct,
1044,easy,vertical,IV,normal,合肥HEFEI,合肥HEFEI,True,correct,
1045,easy,vertical,IV,normal,合肥HEFEI,合肥HEFEI,True,correct,
1046,easy,vertical,IV,normal,合肥港,合肥港,True,correct,
1047,easy,vertical,IV,normal,合肥港,合肥港,True,correct,
1048,easy,vertical,IV,normal,合肥港,合肥港,True,correct,
1049,easy,vertical,IV,normal,合肥港,合肥港,True,correct,
1050,easy,vertical,IV,normal,周口,周口,True,correct,
1051,easy,vertical,IV,normal,周口ZHOUKOU,周口ZHOUKOU,True,correct,
1052,easy,vertical,IV,normal,周口ZHOUKOU,周口ZHOUKOU,True,correct,
1053,easy,vertical,IV,normal,周口ZHOUKOU,周口ZHOUKOU,True,correct,
1054,easy,vertical,IV,normal,周口ZHOUKOU,周口ZHOUKOU,True,correct,
1055,easy,vertical,IV,normal,周口港,周口港,True,correct,
1056,easy,vertical,IV,normal,周口港ZHOUKOUGANG,周口港ZHOUKOUGANG,True,correct,
1057,easy,vertical,IV,normal,周口港ZHOUKOUGANG,周口港ZHOUKOUGANG,True,correct,
1058,easy,vertical,IV,normal,周口港ZHOUKOUGANG,周口港ZHOUKOUGANG,True,correct,
1059,easy,vertical,IV,normal,周口港ZHOUKOUGANG,周口港ZHOUKOUGANG,True,correct,
1060,easy,vertical,IV,normal,周口港ZHOUKOUGANG,周口港ZHOUKOUGANG,True,correct,
1061,easy,vertical,IV,normal,嘉兴,嘉兴港,False,length_error,
1062,easy,vertical,IV,normal,嘉兴JIAXING,嘉兴JIAXING,True,correct,
1063,easy,vertical,IV,normal,嘉兴JIAXING,嘉兴港JIAXINGGANG,False,length_error,
1064,easy,vertical,IV,normal,嘉兴JIAXING,嘉兴JIAXING,True,correct,
1065,easy,vertical,IV,normal,嘉兴JIAXING,嘉兴JIAXING,True,correct,
1066,easy,vertical,IV,normal,嘉兴JIAXING,嘉兴JIAXING,True,correct,
1067,easy,vertical,IV,normal,嘉兴JIAXING,嘉兴JIAXING,True,correct,
1068,easy,vertical,IV,normal,嘉兴JIAXING,嘉兴JIAXING,True,correct,
1069,easy,vertical,IV,normal,嘉兴JIAXING,嘉兴JIAXING,True,correct,
1070,easy,vertical,IV,normal,嘉兴港,嘉兴港,True,correct,
1071,easy,vertical,IV,normal,嘉兴港JIAXINGGANG,嘉兴港JIAXINGGANG,True,correct,
1072,easy,vertical,IV,normal,嘉兴港JIAXINGGANG,嘉兴港JIAXINGGANG,True,correct,
1073,easy,vertical,IV,normal,嘉兴港JIAXINGGANG,嘉兴港JIAXINGGANG,True,correct,
1074,easy,vertical,IV,normal,嘉兴港JIAXINGGANG,嘉兴港JIAXINGGANG,True,correct,
1075,easy,vertical,IV,normal,嘉兴港JIAXINGGANG,嘉兴港JIAXINGGANG,True,correct,
1076,easy,vertical,IV,normal,嘉兴港JIAXINGGANG,嘉兴港JIAXINGGANG,True,correct,
1077,easy,vertical,IV,normal,安庆ANQING,安庆ANQING,True,correct,
1078,easy,vertical,IV,normal,安庆港ANQINGGANG,安庆港ANQINGGANG,True,correct,
1079,easy,vertical,IV,normal,宣城,宣城,True,correct,
1080,easy,vertical,IV,normal,宣城,宣城,True,correct,
1081,easy,vertical,IV,normal,宣城,宣城,True,correct,
1082,easy,vertical,IV,normal,宣城,宣城,True,correct,
1083,easy,vertical,IV,normal,宣城,宣城,True,correct,
1084,easy,vertical,IV,normal,宣城XUANCHENG,宣城XUANCHENG,True,correct,
1085,easy,vertical,IV,normal,宣城XUANCHENG,宣城XUANCHENG,True,correct,
1086,easy,vertical,IV,normal,宣城XUANCHENG,宣城XUANCHENG,True,correct,
1087,easy,vertical,IV,normal,宣城XUANCHENG,宣城XUANCHENG,True,correct,
1088,easy,vertical,IV,normal,宣城港,宣城港,True,correct,
1089,easy,vertical,IV,normal,宣城港,宣城港,True,correct,
1090,easy,vertical,IV,normal,宣城港,宣城港,True,correct,
1091,easy,vertical,IV,normal,宣城港XUANCHENGGANG,宣城港XUANCHENGGANG,True,correct,
1092,easy,vertical,IV,normal,宿州SUZHOU,宿州SUZHOU,True,correct,
1093,easy,vertical,IV,normal,常州港CHANGZHOUGANG,常州港CHANGZHOUGANG,True,correct,
1094,easy,vertical,IV,normal,徐州,徐州,True,correct,
1095,easy,vertical,IV,normal,徐州XUZHOU,徐州XUZHOU,True,correct,
1096,easy,vertical,IV,normal,徐州XUZHOU,徐州XUZHOU,True,correct,
1097,easy,vertical,IV,normal,怀远,怀化港,False,length_error,
1098,easy,vertical,IV,normal,扬州YANGZHOU,扬州YANGZHOU,True,correct,
1099,easy,vertical,IV,normal,扬州YANGZHOU,扬州YANGZHOU,True,correct,
1100,easy,vertical,IV,normal,扬州YANGZHOU,扬州YANGZHOU,True,correct,
1101,easy,vertical,IV,normal,扬州YANGZHOU,扬州YANGZHOU,True,correct,
1102,easy,vertical,IV,normal,扬州YANGZHOU,扬州YANGZHOU,True,correct,
1103,easy,vertical,IV,normal,扬州YANGZHOU,扬州YANGZHOU,True,correct,
1104,easy,vertical,IV,normal,扬州港YANGZHOUGANG,扬州港YANGZHOUGANG,True,correct,
1105,easy,vertical,IV,normal,无锡WUXI,无锡WUXI,True,correct,
1106,easy,vertical,IV,normal,无锡WUXI,无锡WUXI,True,correct,
1107,easy,vertical,IV,normal,无锡WUXI,无锡港WUXIGANG,False,length_error,
1108,easy,vertical,IV,normal,杭州HANGZHOU,杭州HANGZHOU,True,correct,
1109,easy,vertical,IV,normal,杭州HANGZHOU,杭州HANGZHOU,True,correct,
1110,easy,vertical,IV,normal,杭州HANGZHOU,杭州HANGZHOU,True,correct,
1111,easy,vertical,IV,normal,杭州HANGZHOU,杭州HANGZHOU,True,correct,
1112,easy,vertical,IV,normal,杭州HANGZHOU,杭州HANGZHOU,True,correct,
1113,easy,vertical,IV,normal,杭州HANGZHOU,杭州HANGZHOU,True,correct,
1114,easy,vertical,IV,normal,杭州HANGZHOU,杭州HANGZHOU,True,correct,
1115,easy,vertical,IV,normal,杭州HANGZHOU,杭州HANGZHOU,True,correct,
1116,easy,vertical,IV,normal,杭州HANGZHOU,杭州HANGZHOU,True,correct,
1117,easy,vertical,IV,normal,杭州HANGZHOU,杭州HANGZHOU,True,correct,
1118,easy,vertical,IV,normal,杭州港,杭州港,True,correct,
1119,easy,vertical,IV,normal,杭州港,杭州港,True,correct,
1120,easy,vertical,IV,normal,杭州港,杭州港,True,correct,
1121,easy,vertical,IV,normal,杭州港,杭州港,True,correct,
1122,easy,vertical,IV,normal,杭州港,杭州港,True,correct,
1123,easy,vertical,IV,normal,杭州港,杭州港,True,correct,
1124,easy,vertical,IV,normal,杭州港,杭州港,True,correct,
1125,easy,vertical,IV,normal,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,True,correct,
1126,easy,vertical,IV,normal,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,True,correct,
1127,easy,vertical,IV,normal,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,True,correct,
1128,easy,vertical,IV,normal,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,True,correct,
1129,easy,vertical,IV,normal,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,True,correct,
1130,easy,vertical,IV,normal,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,True,correct,
1131,easy,vertical,IV,normal,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,True,correct,
1132,easy,vertical,IV,normal,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,True,correct,
1133,easy,vertical,IV,normal,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,True,correct,
1134,easy,vertical,IV,normal,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,True,correct,
1135,easy,vertical,IV,normal,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,True,correct,
1136,easy,vertical,IV,normal,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,True,correct,
1137,easy,vertical,IV,normal,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,True,correct,
1138,easy,vertical,IV,normal,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,True,correct,
1139,easy,vertical,IV,normal,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,True,correct,
1140,easy,vertical,IV,normal,杭州港HANGZHOUGANG,杭州HANGZHOU,False,length_error,
1141,easy,vertical,IV,normal,池州CHIZHOU,池州CHIZHOU,True,correct,
1142,easy,vertical,IV,normal,池州CHIZHOU,池州CHIZHOU,True,correct,
1143,easy,vertical,IV,normal,池州港CHIZHOUGANG,池州港CHIZHOUGANG,True,correct,
1144,easy,vertical,IV,normal,泰州,泰州,True,correct,
1145,easy,vertical,IV,normal,泰州,泰州,True,correct,
1146,easy,vertical,IV,normal,泰州,泰州,True,correct,
1147,easy,vertical,IV,normal,泰州,泰州,True,correct,
1148,easy,vertical,IV,normal,泰州,泰州,True,correct,
1149,easy,vertical,IV,normal,泰州,泰州,True,correct,
1150,easy,vertical,IV,normal,泰州TAIZHOU,泰州TAIZHOU,True,correct,
1151,easy,vertical,IV,normal,泰州TAIZHOU,泰州TAIZHOU,True,correct,
1152,easy,vertical,IV,normal,泰州TAIZHOU,泰州TAIZHOU,True,correct,
1153,easy,vertical,IV,normal,泰州TAIZHOU,泰州TAIZHOU,True,correct,
1154,easy,vertical,IV,normal,泰州TAIZHOU,泰州TAIZHOU,True,correct,
1155,easy,vertical,IV,normal,泰州TAIZHOU,泰州TAIZHOU,True,correct,
1156,easy,vertical,IV,normal,泰州TAIZHOU,泰州TAIZHOU,True,correct,
1157,easy,vertical,IV,normal,泰州TAIZHOU,泰州TAIZHOU,True,correct,
1158,easy,vertical,IV,normal,泰州TAIZHOU,泰州TAIZHOU,True,correct,
1159,easy,vertical,IV,normal,泰州TAIZHOU,泰州TAIZHOU,True,correct,
1160,easy,vertical,IV,normal,泰州TAIZHOU,泰州TAIZHOU,True,correct,
1161,easy,vertical,IV,normal,泰州TAIZHOU,泰州TAIZHOU,True,correct,
1162,easy,vertical,IV,normal,泰州TAIZHOU,泰州TAIZHOU,True,correct,
1163,easy,vertical,IV,normal,泰州TAIZHOU,泰州TAIZHOU,True,correct,
1164,easy,vertical,IV,normal,泰州TAIZHOU,泰州TAIZHOU,True,correct,
1165,easy,vertical,IV,normal,泰州TAIZHOU,泰州TAIZHOU,True,correct,
1166,easy,vertical,IV,normal,泰州TAIZHOU,泰州TAIZHOU,True,correct,
1167,easy,vertical,IV,normal,泰州TAIZHOU,泰州TAIZHOU,True,correct,
1168,easy,vertical,IV,normal,泰州港,泰州港,True,correct,
1169,easy,vertical,IV,normal,泰州港,泰州港,True,correct,
1170,easy,vertical,IV,normal,泰州港,泰州港,True,correct,
1171,easy,vertical,IV,normal,泰州港,泰州港,True,correct,
1172,easy,vertical,IV,normal,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,True,correct,
1173,easy,vertical,IV,normal,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,True,correct,
1174,easy,vertical,IV,normal,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,True,correct,
1175,easy,vertical,IV,normal,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,True,correct,
1176,easy,vertical,IV,normal,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,True,correct,
1177,easy,vertical,IV,normal,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,True,correct,
1178,easy,vertical,IV,normal,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,True,correct,
1179,easy,vertical,IV,normal,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,True,correct,
1180,easy,vertical,IV,normal,济宁,济宁,True,correct,
1181,easy,vertical,IV,normal,济宁JINING,济宁JINING,True,correct,
1182,easy,vertical,IV,normal,济宁JINING,济宁JINING,True,correct,
1183,easy,vertical,IV,normal,济宁JINING,济宁JINING,True,correct,
1184,easy,vertical,IV,normal,济宁港JININGGANG,济宁港JININGGANG,True,correct,
1185,easy,vertical,IV,normal,淮南HUAINAN,淮南HUAINAN,True,correct,
1186,easy,vertical,IV,normal,淮南HUAINAN,淮南HUAINAN,True,correct,
1187,easy,vertical,IV,normal,淮南港HUAINANGANG,淮南港HUAINANGANG,True,correct,
1188,easy,vertical,IV,normal,淮安HUAIAN,淮安HUAIAN,True,correct,
1189,easy,vertical,IV,normal,湖州,湖州,True,correct,
1190,easy,vertical,IV,normal,湖州,湖州,True,correct,
1191,easy,vertical,IV,normal,湖州HUZHOU,湖州HUZHOU,True,correct,
1192,easy,vertical,IV,normal,湖州HUZHOU,湖州HUZHOU,True,correct,
1193,easy,vertical,IV,normal,湖州HUZHOU,湖州HUZHOU,True,correct,
1194,easy,vertical,IV,normal,湖州HUZHOU,湖州HUZHOU,True,correct,
1195,easy,vertical,IV,normal,湖州港,湖州港,True,correct,
1196,easy,vertical,IV,normal,湖州港,湖州港,True,correct,
1197,easy,vertical,IV,normal,湖州港,湖州港,True,correct,
1198,easy,vertical,IV,normal,湖州港,湖州港,True,correct,
1199,easy,vertical,IV,normal,湖州港HUZHOUGANG,湖州港HUZHOUGANG,True,correct,
1200,easy,vertical,IV,normal,湖州港HUZHOUGANG,湖州港HUZHOUGANG,True,correct,
1201,easy,vertical,IV,normal,湖州港HUZHOUGANG,湖州港,False,length_error,
1202,easy,vertical,IV,normal,滁州CHUZHOU,滁州CHUZHOU,True,correct,
1203,easy,vertical,IV,normal,滁州港,滁州港,True,correct,
1204,easy,vertical,IV,normal,滁州港CHUZHOUGANG,滁州港CHUZHOUGANG,True,correct,
1205,easy,vertical,IV,normal,滁州港CHUZHOUGANG,滁州港CHUZHOUGANG,True,correct,
1206,easy,vertical,IV,normal,漯河LUOHE,漯河LUOHE,True,correct,
1207,easy,vertical,IV,normal,皖宣城WANXUANCHENG,皖宣城WANXUANCHENG,True,correct,
1208,easy,vertical,IV,normal,皖怀远,皖怀远,True,correct,
1209,easy,vertical,IV,normal,盐城YANCHENG,盐城YANCHENG,True,correct,
1210,easy,vertical,IV,normal,盐城YANCHENG,盐城YANCHENG,True,correct,
1211,easy,vertical,IV,normal,盐城YANCHENG,盐城YANCHENG,True,correct,
1212,easy,vertical,IV,normal,盐城YANCHENG,盐城YANCHENG,True,correct,
1213,easy,vertical,IV,normal,盐城YANCHENG,盐城YANCHENG,True,correct,
1214,easy,vertical,IV,normal,盐城港,盐城港,True,correct,
1215,easy,vertical,IV,normal,盐城港YANCHENGGANG,盐城港YANCHENGGANG,True,correct,
1216,easy,vertical,IV,normal,盐城港YANCHENGGANG,盐城港YANCHENGGANG,True,correct,
1217,easy,vertical,IV,normal,盐城港YANCHENGGANG,盐城港YANCHENGGANG,True,correct,
1218,easy,vertical,IV,normal,绍兴SHAOXING,绍兴SHAOXING,True,correct,
1219,easy,vertical,IV,normal,绍兴SHAOXING,绍兴SHAOXING,True,correct,
1220,easy,vertical,IV,normal,绍兴SHAOXING,绍兴SHAOXING,True,correct,
1221,easy,vertical,IV,normal,绍兴港,绍兴港,True,correct,
1222,easy,vertical,IV,normal,绍兴港,绍兴港,True,correct,
1223,easy,vertical,IV,normal,绍兴港,绍兴港,True,correct,
1224,easy,vertical,IV,normal,绍兴港,绍兴港,True,correct,
1225,easy,vertical,IV,normal,绍兴港,绍兴港,True,correct,
1226,easy,vertical,IV,normal,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
1227,easy,vertical,IV,normal,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
1228,easy,vertical,IV,normal,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
1229,easy,vertical,IV,normal,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
1230,easy,vertical,IV,normal,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,True,correct,
